ID,ILLUM,HUMID,CO2,SOUND,TEMP,RYTHM
464,334.81,74.82,435.7,29.56,20.44,76.0795598888372
465,309.68,64.47,532.05,26.87,19.79,79.64026802203908
466,514.45,70.54,563.74,40.73,18.68,84.35626088720646
467,399.29,62.45,454.53,28.7,20.99,78.47868086640923
468,418.03,71.3,587.47,35.02,19.88,85.1288513378165
469,454.94,73.46,468.75,27.47,21.16,79.18739545375588
470,485.68,63.36,510.03,30.29,20.16,80.99585942948067
471,435.74,62.95,489.69,29.07,20.35,79.44600864004398
472,476.45,70.5,490.27,41.75,17.86,80.09180388187947
473,466.82,61.01,490.91,26.77,23.16,82.49786059081707
474,481.99,68.66,482.62,26.82,22.07,81.34042216103803
475,435.44,69.09,537.99,25.66,20.38,81.21036178396626
476,389.91,60.34,531.11,26.98,20.17,80.43286553466305
477,523.11,65.72,512.93,34.87,21.54,84.16129217305608
478,391.83,67.46,488.67,29.37,20.18,78.9797986138691
479,406.42,67.79,512.32,20.78,22.9,81.55362979525088
480,421.65,62.86,470.51,33.73,19.56,78.72094248903201
481,514.33,69.9,477.86,40.09,19.73,81.44549076994366
482,407.8,58.63,443.47,32.62,20.02,77.19409782505198
483,482.6,68.85,501.61,33.95,22.43,83.81284640068968
484,431.37,68.28,497.87,35.93,18.49,79.20358234984764
485,399.1,63.06,452.42,29.51,18.69,75.77570869276688
486,530.73,69.51,479.04,26.05,16.1,74.57195753138147
487,524.2,66.22,490.26,35.69,17.87,79.11224011943159
488,392.01,60.81,524.51,32.14,20.21,81.74038033345393
489,493.01,68.37,480.9,30.87,23.26,83.68372810538244
490,440.35,61.77,495.02,15.21,24.43,81.84826580102465
491,448.51,71.69,443.51,30.25,18.72,75.83194561471326
492,350.6,63.68,499.58,25.63,21.78,80.33674426477963
493,326.68,68.79,468.03,14.06,23.39,78.19862274052474
494,582.22,66.8,484.85,38.42,21.54,83.97108029438402
495,484.27,59.6,417.33,38.51,20.98,79.35174959080351
496,448.66,60.13,506.07,36.63,21.5,83.23470719356209
497,445.88,70.61,562.22,34.35,19.37,83.49746554320602
498,339.53,70.17,489.89,42.38,19.48,80.46551476798673
499,489.59,61.64,501.62,28.5,21.92,82.59737625241443
500,340.86,67.38,474.52,29.56,18.51,76.18925703322915
501,334.74,55.75,476.83,33.06,20.96,79.41868417458433
502,473.07,66.48,549.21,21.4,20.91,81.94118212204172
503,411.77,72.13,528.15,32.63,20.19,81.92213426812307
504,317.35,73.77,530.84,33.95,20.75,81.94842079565792
505,408.27,53.59,494.54,37.19,19.29,80.28207378575745
506,350.99,67.21,519.39,31.17,19.69,80.30383215117118
507,346.08,66.22,470.84,35.91,22.82,82.32477313842918
508,641.82,70.85,492.04,28.49,20.03,81.00554882110647
509,389.34,64.62,501.71,28.74,20.31,79.6322941249715
510,411.99,69.55,471.91,20.41,19.97,76.19761723955688
511,451.17,71.87,466.65,30.01,20.43,79.1686450727208
512,563.82,66.71,445.79,17.58,21.08,77.35917602518401
513,619.39,76.64,458.11,31.75,19.4,79.1874206914701
514,408.6,63.62,531.98,29.54,21.62,82.7707061777207
515,539.34,56.89,411.92,27.9,21.82,77.98284630593966
516,256.53,73.87,564.35,27.38,21.67,82.98614777978639
517,354.28,73.41,579.26,34.28,18.58,82.16389165264853
518,507.92,72.54,519.55,23.02,17.95,77.80281160489743
519,425.68,66.17,541.99,40.96,22.84,87.48558163663955
520,552.64,70.45,482.21,30.5,17.82,77.82528164126025
521,391.95,65.05,498.99,31.18,17.94,77.62812963545349
522,508.16,73.45,569.21,26.69,19.36,82.7499398832388
523,526.59,71.63,509.25,26.35,18.41,78.88130694685243
524,433.87,70.29,450.55,23.28,18.17,74.26503744647479
525,376.8,73.01,429.84,30.99,18.3,74.19574513195413
526,480.65,67.05,519.77,40.31,19.44,82.65891530313642
527,525.87,70.53,515.47,17.45,22.38,81.56393500414542
528,317.23,63.66,468.44,21.87,19.69,75.32552518031378
529,517.12,70.51,494.43,31.88,20.81,81.96669033517642
530,428.86,69.7,521.64,36.13,19.63,81.57410022370478
531,470.93,62.66,442.87,23.06,18.92,74.8852405175583
532,344.61,65.31,558.47,40.16,22.06,86.20841698761964
533,406.71,61.05,471.32,34.57,17.45,76.49304199475183
534,418.22,68.44,541.29,27.67,19.88,81.53672827398076
535,222.05,65.76,516.31,24.42,21.34,79.35133615523019
536,319.14,64.41,475.5,39.0,18.4,77.71774909053907
537,396.56,62.55,496.34,24.53,17.98,76.00457149404586
538,514.78,75.08,580.69,31.55,19.69,84.54057226609238
539,599.67,72.14,516.85,23.6,20.01,81.15998300143492
540,463.5,64.16,433.55,27.36,21.51,78.0678027488789
541,445.1,76.24,454.04,19.93,19.33,75.08008169868512
542,391.45,64.43,458.14,31.47,18.49,76.26649625618002
543,413.52,66.8,547.91,25.42,19.95,81.09518464811227
544,302.26,69.76,559.13,33.05,20.03,82.1607600582401
545,191.13,66.46,505.33,38.35,24.47,84.72859488129055
546,382.61,63.93,441.07,33.91,17.46,74.43820289907855
547,396.79,60.78,509.56,27.24,20.48,79.84518169705869
548,553.94,68.17,528.24,26.99,20.03,81.96990104885235
549,337.59,69.07,436.66,28.45,22.64,78.6795478573473
550,392.91,69.08,486.31,27.45,21.54,80.35374194624295
551,473.42,73.04,537.09,29.66,20.79,82.9687584858572
552,414.09,63.77,543.28,19.36,23.75,84.09346192407995
553,323.12,60.26,555.3,29.45,18.02,79.38136414473982
554,407.74,65.87,462.36,25.91,21.66,78.64053722899895
555,454.17,68.73,562.74,33.79,22.23,86.28258194075151
556,369.88,56.43,401.18,26.97,19.61,73.39453576847336
557,419.24,66.64,449.75,37.67,19.33,77.99908791968275
558,447.09,74.98,467.79,16.6,21.02,77.02015609228172
559,334.51,61.74,529.77,32.39,18.39,79.4021349466222
560,571.56,68.59,423.89,37.54,20.12,78.96192156790809
561,429.85,63.52,474.59,30.8,20.47,79.49029392416405
562,415.38,67.12,470.44,30.9,19.88,78.15581142809609
563,491.46,64.29,529.45,23.17,19.01,79.38283631827495
564,400.3,72.74,532.7,31.47,20.29,81.99684383397862
565,424.15,64.17,478.11,24.49,19.35,77.09464087239485
566,516.41,71.69,463.73,38.38,17.17,77.19755544710596
567,309.84,68.72,515.29,18.31,18.57,75.57461590645254
568,295.59,65.07,487.57,26.88,25.89,84.16080706441709
569,487.21,73.16,516.39,27.69,17.91,78.42430287323336
570,334.26,65.85,476.42,32.64,19.82,78.34448994794874
571,317.09,56.22,537.43,40.14,21.03,84.06637538000233
572,512.91,72.64,470.48,25.31,16.81,74.4112538708745
573,414.05,67.71,533.11,36.5,18.14,80.62426421667432
574,540.5,70.33,449.13,40.71,17.44,77.4928660691077
575,376.09,59.06,409.51,32.91,24.04,80.18646558106902
576,396.42,63.33,494.98,36.19,22.0,82.77295047307446
577,460.97,61.55,483.66,37.92,18.73,79.588325986039
578,521.01,70.81,501.11,25.58,22.17,82.50422922558373
579,418.91,73.85,403.89,27.68,18.6,72.68977779259903
580,378.56,62.32,517.29,34.14,18.84,79.97106792762133
581,339.69,60.03,457.73,37.32,22.23,80.95993826439722
582,460.84,65.38,469.39,23.78,19.86,77.46459529058008
583,460.36,71.84,480.97,25.65,21.26,79.94996174614288
584,361.73,62.69,606.54,26.98,22.61,86.97143984508045
585,516.95,64.91,571.34,32.14,18.67,83.39128878903152
586,423.43,73.03,547.52,30.43,19.15,81.43338529519521
587,408.48,72.34,541.4,28.96,19.65,81.26041055072682
588,533.41,62.46,498.38,26.84,21.25,81.31031581007026
589,514.2,73.91,517.72,29.86,20.97,82.61409266659236
590,363.72,70.34,455.34,19.85,21.66,76.78394679087506
591,548.6,59.28,495.5,32.61,19.13,80.47078516993624
592,319.63,64.05,479.97,42.39,21.05,81.7906487208758
593,452.09,68.04,497.41,26.48,20.92,80.4375329863048
594,588.84,59.48,490.26,38.81,19.61,82.0778499486442
595,305.59,66.34,494.9,40.45,18.97,79.53733595286639
596,331.22,68.92,498.02,30.24,18.93,77.59137981836943
597,408.05,64.89,503.25,35.37,19.18,79.96504681676191
598,518.58,72.27,537.05,22.27,21.5,82.57468064635908
599,434.14,67.18,512.59,34.33,20.0,81.38135689616563
600,452.69,61.15,516.44,26.03,18.61,78.3949663968004
601,417.02,63.26,510.1,33.36,20.72,81.93447866746511
602,513.18,66.79,467.57,36.01,20.32,80.6107294071312
603,323.58,70.01,581.43,25.41,19.42,81.24455839951592
604,457.41,64.64,449.34,26.55,19.85,76.8332983833042
605,451.79,64.81,479.34,25.42,18.74,76.58465536274782
606,501.35,60.53,491.91,33.56,20.06,81.05874397286885
607,363.12,64.42,541.6,25.98,15.93,76.01228619590098
608,429.43,54.46,466.26,37.87,21.44,81.27901730703014
609,601.69,62.27,513.35,34.59,21.75,84.94630115247588
610,507.02,67.15,465.89,22.05,15.84,72.55557758806064
611,492.1,64.26,487.15,29.75,18.62,78.12248581900634
612,502.24,59.73,508.08,37.84,20.06,82.35935270453659
613,466.69,74.42,450.15,35.7,21.82,81.02162756774632
614,510.18,62.33,489.15,36.04,18.77,79.90668112261604
615,415.71,72.92,578.54,33.81,20.81,85.65769862227056
616,554.6,68.23,451.62,36.05,15.29,74.47419258903727
617,382.99,75.37,569.44,29.35,20.15,82.75377887525619
618,549.94,66.77,541.59,27.54,17.67,79.69334032394215
619,396.01,65.32,506.07,33.56,17.7,78.01912881280705
620,426.43,64.94,511.59,22.77,19.05,77.98710468337406
621,496.46,71.67,506.02,23.78,18.54,77.78009599896274
622,468.18,60.39,499.39,37.14,20.35,81.96167711740664
623,414.54,63.83,471.22,37.01,20.2,79.74704379820172
624,604.84,63.33,425.31,24.95,20.86,77.59363806153355
625,408.96,64.41,410.76,40.17,19.99,77.14949789769838
626,403.39,69.81,481.78,26.01,19.19,76.8769970572939
627,410.23,67.59,523.99,34.1,20.46,82.45331370195592
628,504.22,70.2,512.51,21.19,18.79,78.0815312420764
629,542.63,66.71,529.89,28.96,19.3,81.23604123959211
630,480.15,62.97,624.89,35.84,19.7,87.62750610376217
631,502.93,75.33,455.46,27.95,16.75,74.17844747948742
632,346.62,73.09,472.38,17.08,21.38,76.4421062007459
633,417.19,55.89,443.52,37.17,20.82,79.38960969623375
634,564.62,60.59,450.62,33.33,19.2,78.56839732122106
635,465.63,57.48,410.19,46.61,20.4,79.38867040661148
636,522.57,64.45,440.81,26.73,21.39,78.70736405339045
637,365.65,66.42,469.64,30.11,20.83,78.64933284536383
638,407.76,62.65,463.12,30.13,21.95,80.06489708566411
639,490.16,68.75,446.8,19.41,19.02,74.85446793409712
640,511.14,73.54,514.14,22.92,17.48,77.2617135595912
641,275.67,66.66,519.74,32.57,20.25,80.57278035930467
642,251.43,66.27,521.58,24.27,19.74,77.81720072846156
643,416.07,70.99,636.3,37.93,16.37,84.21229092782823
644,477.3,68.91,535.76,26.58,16.36,77.26768008516865
645,557.14,64.2,510.56,28.48,19.39,80.58058695677147
646,452.28,68.4,354.59,41.63,19.81,75.13512630773651
647,508.39,72.28,443.12,34.34,20.32,79.11071599228505
648,626.57,75.41,507.22,18.13,20.11,79.84056488085471
649,517.51,63.42,501.32,18.01,17.84,75.90375897402384
650,513.48,62.26,496.91,33.46,21.43,82.73286960193867
651,386.46,65.68,437.97,35.8,20.89,78.62535018144429
652,553.89,58.9,489.98,35.24,19.98,81.755285582907
653,493.2,59.25,549.43,35.52,19.09,82.9689939836507
654,330.99,61.56,487.47,33.39,18.96,77.93447049039273
655,546.47,78.43,514.34,13.34,19.01,77.25808743177774
656,438.74,66.06,484.49,30.68,18.61,77.92204914626153
657,434.62,65.12,540.18,34.84,19.99,82.72266060044292
658,440.1,67.33,524.27,20.5,19.66,78.86537332817781
659,473.19,63.82,523.85,33.85,18.39,80.58428138182852
660,376.68,61.21,559.33,31.79,19.61,82.40295422627332
661,568.0,68.15,477.54,22.12,21.23,79.77095032082211
662,488.49,61.43,414.28,29.2,20.26,76.33815344921632
663,372.81,64.95,512.9,30.04,19.27,79.03220501506212
664,552.45,64.23,545.09,27.6,21.09,83.82486590039946
665,408.85,57.4,479.23,26.92,23.62,81.99500195523801
666,362.21,67.24,521.25,32.25,19.57,80.07906886086799
667,476.88,67.59,474.33,24.12,22.51,80.57156100294826
668,355.96,68.63,523.29,23.45,18.93,78.03048791453179
669,337.81,66.86,563.76,34.91,17.24,80.37411722386558
670,417.91,74.42,503.08,39.05,18.72,80.40777244998961
671,474.68,67.83,477.05,29.1,20.1,79.13815410048853
672,463.95,69.81,490.72,28.76,19.16,78.50566655995414
673,378.55,61.62,448.47,22.14,21.73,77.46414335592716
674,476.15,75.47,497.76,30.76,18.49,78.8469405721601
675,389.66,57.28,447.41,31.04,23.58,80.95378382992182
676,502.85,63.61,528.29,34.98,21.35,84.289181141226
677,497.11,69.16,558.35,24.09,22.63,85.28697057984878
678,379.79,69.86,545.41,26.84,18.9,79.90633905450042
679,346.56,73.59,554.21,24.13,22.36,83.43166410149935
680,414.04,72.84,565.88,21.7,19.74,81.22352043470119
681,352.26,60.77,508.31,26.31,21.8,80.75290146242784
682,500.72,67.13,537.88,27.35,21.69,83.96305530536374
683,347.56,56.8,499.61,37.12,20.55,81.25574472206837
684,314.92,61.62,467.21,41.21,19.43,79.09739054774512
685,307.25,62.31,527.04,38.03,21.68,83.63916442461586
686,501.56,67.32,462.4,29.37,18.62,76.8256733741122
687,445.37,68.21,520.6,24.84,20.57,80.89462545140135
688,254.0,59.79,546.05,31.44,19.71,80.80171980217601
689,324.91,69.28,467.7,19.54,19.22,74.53579636540418
690,437.67,64.5,452.2,33.64,21.86,80.59498977427411
691,498.77,62.01,536.85,28.49,22.17,84.57042400743538
692,413.45,62.18,457.21,34.95,18.69,77.29043962100431
693,420.23,69.05,537.76,28.42,17.77,79.11063795128314
694,577.42,59.65,445.78,36.23,19.5,79.09970242981471
695,388.17,68.09,489.09,26.66,17.81,75.7788866303567
696,349.36,71.26,489.71,33.67,21.92,81.68782142513359
697,490.52,76.76,479.59,23.33,21.19,79.38574642000947
698,484.76,67.23,548.47,23.38,20.68,82.27812140359954
699,286.85,62.83,542.19,39.77,22.88,85.65586510738576
700,405.17,71.79,462.71,30.38,22.6,80.86633753693559
701,555.7,68.34,498.53,33.89,16.8,78.05146527792509
702,335.1,65.71,431.51,37.33,19.18,76.0556305649604
703,419.66,78.27,517.67,32.9,17.71,78.53337862553153
704,440.15,68.74,489.35,26.08,19.22,77.87374181642912
705,512.7,67.44,518.06,32.46,19.5,81.6815279970804
706,407.44,56.79,560.7,30.4,21.27,84.38595413698658
707,466.05,65.37,502.1,23.48,22.9,82.36430462979263
708,437.0,70.58,570.01,30.0,20.62,84.46764349213349
709,555.17,72.11,506.37,27.02,19.89,80.68833437446489
710,427.35,74.58,512.26,23.92,21.29,80.9590253532837
711,443.27,61.04,531.0,33.55,20.07,82.15111532485633
712,477.47,67.03,639.14,25.28,18.34,84.31094078191306
713,415.28,65.16,568.23,29.44,21.55,84.8364713787017
714,402.89,73.44,548.27,14.45,22.24,81.50986966235851
715,419.47,60.4,498.3,13.49,21.77,78.51700486764476
716,486.53,62.02,485.3,39.77,19.59,81.11571786389034
717,364.0,61.41,553.77,28.59,17.81,79.41748208725728
718,402.67,66.53,542.36,17.53,20.61,80.07071860067799
719,397.77,68.7,550.07,34.29,21.48,84.72181330440837
720,486.09,62.72,510.67,40.89,19.78,82.98230956083529
721,575.27,70.91,446.82,33.55,19.87,78.99383174516481
722,484.73,60.93,496.54,35.5,17.47,78.73051118179524
723,460.33,75.35,503.7,28.5,22.02,82.55143003281091
724,380.75,71.29,515.56,31.02,20.18,80.84132630849425
725,425.79,72.85,476.53,32.25,16.59,75.35308307487651
726,479.27,64.91,484.62,29.74,22.97,82.74180306112446
727,442.88,66.29,441.67,36.16,18.19,76.32310750935235
728,497.3,64.49,447.6,24.38,18.83,75.19392262448633
729,343.97,59.26,554.5,29.39,17.57,78.9292450888301
730,479.81,65.8,499.66,39.94,15.96,77.6561494105914
731,342.94,62.11,546.14,29.49,18.66,80.00884038945516
732,394.31,66.79,473.17,34.26,20.24,79.45435822774812
733,356.18,72.63,504.18,27.64,19.07,77.8063704745868
734,444.04,72.3,483.75,33.21,20.02,80.12651959671264
735,462.31,65.08,426.0,38.66,22.71,81.18987181530856
736,474.26,67.05,517.02,36.02,20.37,83.02634789451868
737,498.71,63.22,469.06,35.23,18.38,78.31126034026938
738,510.89,68.68,558.96,23.87,18.68,80.83106542421456
739,452.14,75.57,579.45,30.76,18.06,81.97369436277629
740,538.8,57.02,494.62,27.38,18.15,77.91838756637544
741,528.06,64.93,522.08,40.25,20.71,84.69286612689064
742,545.65,66.14,483.97,31.65,19.26,79.81905568631595
743,347.88,71.73,570.28,29.41,20.86,83.53754462656173
744,369.44,71.3,569.25,39.05,20.54,85.51908922563962
745,308.65,70.92,479.08,33.87,17.21,75.4944504202151
746,488.99,54.1,446.35,22.87,23.29,80.10952387898624
747,463.37,57.59,538.41,33.21,20.37,83.12861213400758
748,543.09,72.81,480.47,24.06,19.15,77.65238593466597
749,381.4,68.25,478.52,32.08,19.94,78.5923853906382
750,510.41,65.83,496.33,30.64,17.64,77.85827852438331
751,426.19,64.17,533.04,32.53,22.05,84.5160926526381
752,518.98,57.0,484.65,28.09,20.19,79.90098149273646
753,440.74,64.08,453.08,38.31,21.48,80.83361255392808
754,420.01,68.1,541.42,41.73,20.41,84.27446156306425
755,478.61,67.1,557.23,36.09,19.13,83.48994879338697
756,377.94,69.84,500.01,30.85,20.59,80.50176278588386
757,535.46,64.48,550.75,34.89,20.22,84.48018997646578
758,370.64,66.18,567.97,23.87,17.62,78.65439394393483
759,303.03,60.16,469.35,34.15,21.03,78.96412607796589
760,510.95,66.79,476.89,24.49,22.29,81.10963586616612
761,412.93,59.52,530.76,41.73,18.13,81.67358748022049
762,459.98,67.28,500.75,27.41,21.71,81.52762012768754
763,344.15,69.08,525.81,21.81,19.94,78.56967702122763
764,408.81,65.43,460.45,39.54,18.36,77.54464792488649
765,586.04,80.14,435.41,27.05,20.68,78.06544638000464
766,415.48,57.22,524.17,19.48,20.04,78.88421782297019
767,569.1,70.99,521.69,22.01,16.21,76.5568236707672
768,506.88,61.57,433.56,33.86,20.03,78.31065355554904
769,428.22,66.13,497.76,22.18,20.61,79.13493509064581
770,538.25,65.59,529.91,38.92,19.75,83.91972363132169
771,446.19,67.78,523.41,34.14,20.21,82.29792981110867
772,305.19,63.24,477.79,32.77,21.56,80.16378619695521
773,481.5,75.27,455.82,30.57,18.1,76.25986249910788
774,381.06,76.08,511.15,33.21,19.95,80.8860118442083
775,468.81,69.15,570.02,30.46,19.78,83.64820999685227
776,381.0,71.34,458.59,36.56,19.14,77.72692180375039
777,409.41,61.14,476.53,37.29,19.1,79.2159699410716
778,383.94,71.63,507.82,15.61,21.41,78.67392253902096
779,513.91,59.8,546.16,25.69,19.86,82.04570942149623
780,456.9,70.93,502.55,28.34,17.39,77.20440897700195
781,533.45,61.13,428.63,31.21,18.76,75.95105377150631
782,492.75,71.5,495.72,32.11,18.98,79.68776144366785
783,330.17,67.71,508.71,30.33,18.58,78.08151496301788
784,412.06,66.57,522.75,22.88,20.72,80.48457371367527
785,360.91,71.21,450.57,42.88,21.18,80.73808787674176
786,378.16,58.82,462.9,33.73,18.56,76.73897371977634
787,310.41,69.04,527.76,32.25,18.41,79.05516959236097
788,504.03,71.49,518.46,40.84,19.65,83.54017704250727
789,465.31,73.23,507.18,29.62,20.14,80.4250212322161
790,431.26,53.25,380.84,33.84,23.82,78.89748151678133
791,347.68,66.08,508.22,37.25,21.34,82.72960991365188
792,156.05,59.99,489.75,28.91,21.13,77.95737523475164
793,489.39,72.05,426.38,37.57,19.62,77.92351143460316
794,362.73,69.28,482.62,29.94,19.3,77.68053837713762
795,421.39,55.97,451.86,29.25,18.96,75.88582472230708
796,572.9,59.42,502.12,36.12,19.7,82.24234452867753
797,460.78,64.28,560.54,31.2,15.11,77.58044308668572
798,499.75,67.2,536.88,30.68,17.57,79.93907654520379
799,453.78,58.24,442.83,26.21,20.58,77.38667985902343
